Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15,Hours Since Previous Failure,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
60,82,1462,2,2,1164,518,1602,514,1733,487,1073,335,1144,1563,291,1648,326,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9996229609261599,0.9968831147998571,0.9996584228868972,17
68,76,163,0,2,928,1768,236,171,386,1602,1267,1705,337,816,776,266,252,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9896107570264819,0.9862294299528003,0.9852432079447881,18
62,78,1962,0,2,1866,1099,1659,807,1404,233,1527,1178,1231,1343,1193,776,135,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9985289955391979,0.9994083664496429,0.9982487882402195,17
65,85,1032,0,2,218,1404,1882,244,1890,1201,1048,661,1030,838,246,959,262,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9988357476277044,0.9989813966676593,0.9995034995312674,17
62,81,1209,0,0,1772,546,1010,1884,784,220,1813,347,1790,1836,368,604,264,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9987762677482871,0.9976049922406673,0.9992495864225429,18
61,85,1025,2,0,219,647,1394,574,1502,1999,233,159,1331,1922,743,1724,1,normal,normal,0,[0.7 0.3],0.1187091007693073,1.0,"[('normal', 19)]",0.9986626981815404,0.542672348388208,0.5590370883189747,18
61,80,1542,0,1,348,1584,1986,1113,1120,1123,1649,204,834,1011,1209,1911,539,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9851111975238392,0.997376352082938,0.9963399730606634,15
62,83,1916,2,0,1708,179,1153,1536,1679,276,1242,811,1389,1608,1216,923,275,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9989478231798558,0.9957240200601518,0.999484604420651,18
62,81,1824,0,2,1340,1445,1459,1551,728,360,1764,674,1410,1252,780,330,211,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995123697908266,0.9985723531572148,0.9997821040644247,17
60,79,1205,0,2,1965,924,1861,776,1520,885,2003,1808,1089,555,799,263,19,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998657583640458,0.9995627332828008,0.9998800600922574,17
68,83,1264,0,1,1495,1934,1802,1362,1372,513,916,782,1770,1893,1046,276,276,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9847975859455939,0.9991507566301152,0.9945951857291403,17
60,75,1658,3,1,1304,1123,1097,258,347,218,582,398,1421,1580,1724,1614,391,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9909441060445374,0.9913766784593463,0.9909812407166442,16
61,86,1173,3,1,479,1733,1873,1167,204,1060,1599,1563,1466,1067,872,1172,216,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998844261981024,0.9996285911183804,0.9999766327333957,14
66,80,899,3,1,1221,1797,855,764,1053,767,1344,1479,1397,1003,1778,963,70,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9910696566908709,0.9991358985425904,0.9960993335246492,16
63,84,1177,2,0,1865,1060,1526,1332,1680,1109,1208,1333,1581,887,1321,1357,144,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994732646848138,0.9997177111217752,0.9997311405250237,16
61,85,1748,3,0,755,1565,976,1180,964,421,1667,1075,545,630,1542,1583,120,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994513625977137,0.9997388648625929,0.9997945613143303,17
62,81,249,1,0,332,1156,464,680,562,300,1806,763,376,1345,1499,1898,507,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9884885794715836,0.997866247780621,0.9971096835253382,18
62,85,1923,1,0,1645,744,218,476,609,1915,209,1402,1310,1253,731,1327,347,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998343147021648,0.9991073730634525,0.9999614736551597,18
65,79,1504,3,0,745,367,1754,213,1707,1762,190,1572,1735,184,181,940,224,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9988020978495172,0.9981855202931911,0.9945389010103979,17
64,82,1844,3,1,782,624,1245,1056,424,1846,490,703,582,542,794,1034,33,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9960567488091212,0.9948526374064386,0.9986401158862126,16
61,80,354,0,0,387,959,179,1215,686,360,168,1549,1357,1807,489,1916,256,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9990042137105386,0.9994780107517727,0.9997482287180866,18
66,83,1328,2,2,546,457,1288,589,473,252,1492,1794,645,1275,1445,229,305,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996677371171869,0.9986958495574072,0.9996457357789116,18
67,87,1325,0,1,868,451,1186,797,1081,1785,709,402,292,1667,1496,1829,91,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9902769995515093,0.9976393505930901,0.9970919465084691,16
68,79,975,2,1,247,1647,1117,1242,1146,1378,565,785,1172,502,1510,407,295,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9509242898406571,0.999618543224642,0.983064125063848,17
65,75,397,3,1,935,1411,192,1136,1145,213,1483,1548,972,565,422,161,90,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9867514627135381,0.9984776662895456,0.9902093270310597,16
60,80,592,2,1,782,562,1149,493,833,492,469,367,495,435,306,1097,244,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9984434972364195,0.9980391084682196,0.9991261627745297,16
66,82,1659,1,0,364,247,345,332,1253,399,985,1680,589,1826,740,784,55,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9947576271526937,0.9995138948142994,0.9964515038626424,18
67,83,1155,3,0,537,571,1944,207,1900,1929,678,1116,1006,364,1074,813,166,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9927564973216031,0.9987664957297966,0.9926949316960423,17
60,80,1175,2,1,1246,1911,1867,1720,305,670,1203,223,1123,439,398,1036,218,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9974666470137535,0.9984228709945455,0.9992762719581959,15
60,75,1173,1,1,394,1455,619,1414,931,830,509,1325,1705,2005,1002,1726,327,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9976169731853594,0.9991698380326852,0.9993590454659539,17
61,87,1807,2,2,692,479,1959,851,592,1625,1689,892,860,1751,1855,850,102,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998951119871293,0.9982100422494113,0.9999766649173033,18
62,88,1096,1,0,944,549,700,827,1951,1287,741,1698,390,1841,1236,1303,204,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999018757409947,0.9993768424028531,0.9999769558645889,16
64,77,272,1,0,1099,2008,266,235,372,165,459,664,1944,340,1830,1955,79,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9705378952071163,0.9976131496950984,0.9782676249940284,16
62,78,437,2,1,1380,1898,1400,1590,1267,765,280,458,327,1217,510,1740,236,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9859525919752306,0.9983889148570597,0.9952354395049424,17
61,79,1696,2,1,292,1937,629,1935,803,1150,1090,894,826,990,1718,989,291,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9983378909157968,0.9994151012506336,0.9996253905986334,16
62,79,851,1,0,563,1108,1682,1736,1367,1674,765,915,797,1087,585,821,216,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9961531868323701,0.9997616355249193,0.9987405210688302,15
66,82,1778,3,2,1863,1162,1413,1577,1362,1583,455,1906,1362,285,1621,421,260,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999578379790963,0.9990658451570198,0.9998951803006406,18
63,78,1964,3,0,449,678,1886,1693,286,1038,1048,889,1141,1634,596,699,359,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9927846702386142,0.9984133949037641,0.9964257850019358,15
60,83,346,1,0,404,1863,270,1769,365,1311,1017,1320,155,692,317,629,131,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997835806229833,0.9997046240896452,0.9999553237892421,18
63,87,1786,1,0,1546,1320,1180,659,155,1169,385,1109,1503,1796,249,806,110,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995968040391418,0.9994409258360974,0.9999129811762696,17
68,77,1413,3,2,1511,560,774,1662,1269,993,1076,482,1774,1697,1302,1425,471,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9649074355551469,0.9978734797332436,0.9715827649506172,17
66,91,1581,2,1,645,1815,1533,766,1302,1194,429,1923,1382,427,175,1184,4,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998442054637102,0.9925162070430815,0.9999667320395563,17
64,84,1468,3,2,1318,237,532,493,706,1325,1800,1631,748,1914,822,1480,273,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998637150683446,0.9986318832961842,0.9999151753553042,17
64,77,1473,1,2,1450,323,838,1557,273,667,501,1501,1016,357,824,1598,273,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9977943064275094,0.999467553163413,0.9981353210541299,17
61,79,1537,0,0,1481,1656,2002,1592,1236,953,814,489,1887,1570,445,1619,431,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9961341155267461,0.9989857882028446,0.9984627418731855,18
62,86,1655,2,2,1216,434,805,1800,256,880,1168,1266,1350,1581,1293,1482,328,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999573831659193,0.9997074936982244,0.9999897387164273,18
60,82,1739,3,0,664,1210,1981,1227,338,794,1025,964,1736,1073,962,1927,283,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995342461759698,0.9995600250258576,0.999745767029469,17
61,85,798,1,2,1871,1751,546,482,1319,1603,1560,1957,1422,1944,814,1815,50,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999879592975177,0.9997236709459685,0.9999955166913727,18
63,80,489,1,1,650,710,1454,1476,1020,1225,1991,559,622,902,1070,1939,162,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9881774270112519,0.9982273364439607,0.9951024719852777,17
61,85,257,3,0,440,1808,1850,358,1335,1140,949,1493,915,1444,367,989,24,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996285876878157,0.9995512731838971,0.999908400050157,18
65,83,975,0,1,1781,1360,501,1178,253,1735,1682,611,1974,1241,1065,1935,301,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.997671765113181,0.9989327216753736,0.9992274184542124,17
63,83,975,0,1,1143,956,718,1342,843,242,1303,1681,1629,1715,440,858,134,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997741418248147,0.9997823747980874,0.9999146252095527,17
61,88,711,3,0,1244,825,1872,1778,1839,1513,1210,1038,1635,1083,218,1087,479,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999197730126362,0.9991929045063443,0.9999837893188451,16
64,78,156,3,0,1896,354,1361,217,1458,1870,1739,1982,289,1262,646,416,115,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9992489672740975,0.997911001322791,0.996167327539221,17
66,81,1372,3,0,699,750,297,410,274,1787,744,745,1364,1070,1995,272,222,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9946980585752069,0.9996562974120025,0.9975660350960185,16
68,85,1801,2,0,1500,1716,1525,1457,1565,1082,1624,597,714,1206,550,371,234,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9790745989013061,0.9908109083771706,0.9921485163577346,17
67,83,1397,0,1,852,1701,545,1596,706,768,1699,1431,384,1593,952,338,557,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9895507236534428,0.9992975606583059,0.9977080364697182,17
63,80,1157,2,0,1626,1798,1928,1925,1471,175,681,319,1609,539,296,520,292,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9965965331668415,0.9974536669906229,0.9971112720082566,18
63,81,712,2,1,167,170,955,597,860,1546,1201,1356,727,568,1364,1313,144,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9985103106281311,0.999726121139247,0.9993858100907751,17
62,88,1895,0,2,1908,1149,907,1490,1620,1352,577,1535,1374,217,295,1940,338,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999950214279435,0.9990130468504503,0.9999977803041119,18
62,81,1578,2,2,690,1043,864,570,1967,1003,1863,1758,1641,1257,437,364,185,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999577906657949,0.999830541855772,0.9999574399790957,17
63,84,1006,2,2,1576,1100,1605,1852,1003,1627,1428,1846,1556,760,1288,531,88,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999873718789475,0.9998836107115494,0.9999909094903728,17
64,86,458,1,2,1781,506,747,1232,1127,1591,1062,738,1320,1097,610,969,161,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997676734252798,0.9997691535390913,0.9999382387150858,15
61,80,550,0,0,1582,1523,514,2002,606,1394,224,1820,441,1140,1076,437,121,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999786156989561,0.9998166021250654,0.9999334648034287,17
68,75,1946,3,0,1466,831,976,532,1157,441,1499,1716,1019,1259,579,768,117,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9130669537143384,0.9984637431334704,0.7968688224825645,18
65,88,1182,2,0,1825,1030,170,597,1548,534,1242,591,1431,307,1879,1964,388,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9989925849967956,0.9973942376673222,0.9995447898524846,18
68,82,1204,3,2,249,926,1724,1220,1879,1017,843,1791,965,1721,1478,801,263,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9981302427676598,0.9995627513271756,0.9985978682439702,18
67,81,601,0,1,201,1653,1998,419,374,1303,760,1365,624,526,776,1336,205,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9757731903983105,0.9986148363677785,0.9899495288764871,16
66,76,584,2,0,522,1916,1551,748,804,1315,783,1016,1304,1913,1106,1553,107,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.8063815867121121,0.997673035832122,0.9224307858173305,17
62,92,1282,0,2,946,1838,507,987,634,469,1920,848,640,1397,778,1977,320,normal,normal,0,[1. 0.],1.0,0.8947368421052632,"[('normal', 17), ('Yes', 2)]",0.9998874898188823,0.9984958507120609,0.9999802558256543,18
62,83,1940,0,2,1699,1085,1839,1389,753,557,985,1278,211,405,1791,1521,155,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998501747395305,0.998963579419069,0.9998168282406116,17
60,86,161,3,2,592,360,662,545,1886,1709,704,390,430,1943,1178,1614,50,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998867970196709,0.998422495671548,0.9999738714875378,18
61,77,850,2,0,1347,723,517,1441,1844,1165,586,538,1603,1712,162,1517,124,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9929383553741375,0.9995562627736945,0.9972491855809379,18
66,81,1746,2,0,1702,1334,795,1015,1957,1039,1713,1045,1203,213,1698,1799,234,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9883033449475651,0.9986296938732266,0.9846637008621754,17
65,85,1356,2,1,758,903,1595,631,1469,224,1136,1914,346,811,882,937,41,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994661537707284,0.9986996577354148,0.9995278129641211,17
60,78,1198,1,2,794,1368,1582,835,287,1624,838,558,1187,1671,1741,1808,347,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.998377999276578,0.9990744240931235,0.9995326783063531,18
60,77,275,1,2,607,399,1256,894,1581,1514,993,1016,1796,818,1200,1466,78,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.99927024712208,0.9995928331918549,0.9996682523901305,18
62,83,977,1,2,246,630,302,702,1453,965,667,568,714,258,1745,234,296,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998426499868631,0.9992204438894987,0.9999434106081786,18
62,81,163,2,2,189,631,1552,1256,506,1212,616,998,1054,594,249,167,48,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9996956907905641,0.9994243276305497,0.999901313902924,18
63,88,1160,0,2,1295,174,1683,1065,447,1390,259,1060,263,1499,1287,1078,218,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997944166005917,0.9990453833015636,0.9999581263198235,14
68,84,904,2,0,1953,487,1026,507,1896,422,315,1033,1913,1304,490,1217,253,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9898170755424435,0.9986399302724749,0.9930124263091084,18
63,82,1565,2,1,218,1510,823,1810,1636,1690,808,2007,1895,1367,242,1816,14,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999413631251609,0.9997587103280239,0.999964110925679,17
64,80,1336,2,1,495,878,277,926,1609,666,836,1767,857,915,1045,1945,408,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9984368168979135,0.9995656054234132,0.9991356288728598,16
64,85,1717,2,0,449,750,331,1300,578,1211,1862,1844,321,1078,1075,597,36,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996060452289759,0.9996529198833741,0.9998676962617249,16
63,83,1902,1,0,482,1021,688,1100,1424,532,516,709,250,852,628,1058,71,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9961998194737307,0.9984773101750761,0.998556540232571,17
65,77,1878,2,2,1757,456,1584,1859,1285,1363,763,196,1494,1175,1137,1215,207,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9932047388440236,0.9938604738563299,0.9877752560778671,16
61,84,1240,0,1,1744,669,1799,1738,1938,849,409,1456,1336,883,1705,780,335,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998659504963896,0.9994347023312002,0.9999670973349318,17
65,80,269,1,1,692,1618,650,615,1299,855,1998,212,1538,1869,1693,1755,420,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.968285103153902,0.9961734940297902,0.9893432145964782,17
62,89,999,1,1,1875,1713,1016,376,1880,1480,1683,915,898,542,257,1973,202,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9998272160429689,0.9993566613993607,0.999955824140445,17
72,75,1789,1,1,1167,1834,565,1794,1055,1475,921,1505,578,953,1080,266,1,Yes,normal,1,[0.6 0.4],0.02904940554533142,1.0,"[('normal', 19)]",0.13409299920431206,-0.014525894865561217,0.15327508052487715,15
60,83,970,0,1,718,507,1400,1453,320,384,1756,238,921,991,1342,1035,268,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9982509806707904,0.9973246022127569,0.9996215935277819,17
63,79,2002,0,1,620,1294,1890,997,766,1675,993,1621,1725,397,593,1133,18,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.998970570132038,0.9992262541782111,0.999280404515304,16
60,93,239,2,1,1543,931,1072,234,1917,943,524,841,1252,684,1164,294,357,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999891530773078,0.9996192205580883,0.9999980854991574,16
64,78,1441,2,0,598,1426,699,1271,1797,1261,534,1640,249,860,652,679,41,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9938054661545089,0.9996952121437062,0.9966864281217336,17
64,92,744,0,2,820,1541,880,1266,892,421,1903,1229,519,1619,405,1965,401,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9998738085643762,0.9991560041089542,0.9999762400477487,17
63,77,1246,2,2,1749,1296,1648,195,1246,1196,936,1713,823,965,1258,408,431,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995594689102641,0.9994081773911603,0.9991170226312835,18
61,88,1995,3,0,1065,1720,1953,1790,822,693,972,678,1721,188,563,1722,101,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999112525819971,0.9981684632366523,0.9999615599417627,17
61,81,1838,2,0,454,843,938,880,1166,491,934,1887,580,989,730,1822,209,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997914288955073,0.9996403713012114,0.9996748925633171,17
63,84,1316,1,0,1791,1623,1099,1262,968,918,1889,1712,1262,1710,1503,470,256,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997212288763001,0.9997408943600021,0.9999046893338871,17
68,75,513,1,1,1649,1446,583,1571,1822,419,1393,1990,1054,386,1670,259,178,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9785762755021452,0.9974170392379165,0.9664591554962092,17
62,79,1490,2,2,1857,188,817,1409,961,630,1004,184,1865,708,1507,1861,72,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9990148163864924,0.9997106197988614,0.9980616850338331,18
60,80,1321,1,2,396,548,807,993,845,621,1000,1173,1337,595,1522,186,370,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999135705883182,0.9996191526006442,0.9999695982319187,18
60,89,1918,2,2,1736,938,831,1761,1415,1930,615,1691,709,1014,190,1401,157,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999985788060921,0.9996532307995949,0.9999996500477067,18
65,82,602,2,2,1093,443,1121,1818,1711,1442,833,1264,1222,1861,946,1412,303,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993946001850772,0.9992778181331232,0.9997425944982968,17
66,86,1524,2,1,1568,950,1629,988,1380,2002,907,1459,1100,1973,1437,935,451,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9992280164273495,0.9987955588148907,0.999804191744602,16
61,83,1016,3,0,1303,761,797,1594,1716,1719,614,1834,1349,1964,1353,1657,356,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999521587728454,0.9994670460000634,0.9999826294198962,18
66,77,1382,2,2,571,1837,167,1790,240,1698,1941,173,1578,305,594,906,499,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9747067793558077,0.9952727099880576,0.9927196391740006,18
66,80,1498,0,0,585,1985,1937,599,1469,1167,462,1721,164,1759,1493,1397,82,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9762028036154494,0.9990518598933704,0.9858673719820956,18
65,82,1961,0,1,1369,979,174,258,1263,1257,742,887,552,370,604,1607,268,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.997384917874678,0.9982175081968307,0.9977780239119656,17
61,84,234,3,0,971,1729,990,1782,1692,991,521,969,626,234,380,436,309,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998359855440938,0.999342871713452,0.9999567415697728,18
63,76,618,3,1,632,1223,1706,423,292,366,293,749,1904,1427,1409,963,353,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9866912772239206,0.9890503529459238,0.9927318252681187,17
64,75,1376,1,2,579,609,365,1276,813,988,1041,450,749,414,721,1896,451,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9746799613550712,0.9931863993406296,0.9831967014579334,17
62,85,991,2,1,1255,1993,374,1395,1355,996,868,844,1326,285,991,1618,193,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999531209598824,0.9995467649714556,0.9999019632458782,17
68,83,639,3,0,1926,436,412,878,880,1246,402,1704,1333,299,1895,302,204,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9985434757695898,0.9992517370847054,0.9987859677125365,17
60,77,1470,1,1,241,1132,579,1956,1275,1297,910,970,449,663,557,1707,446,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.998203286639543,0.9993153010727838,0.9994718346073658,17
68,81,1207,0,0,675,322,629,737,1081,1628,848,299,1838,1409,647,1468,431,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9411146257532556,0.9968447813298553,0.974338421786283,17
64,83,1569,1,1,400,633,758,1068,1320,1412,2009,373,874,2004,1132,1275,30,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9888140186114894,0.9986783082131296,0.9972281283601238,14
67,86,1824,2,2,1375,937,1101,1920,1902,2007,1235,936,761,2009,359,1357,304,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994499401732682,0.998329323483631,0.999766940063715,17
65,88,1839,0,2,753,810,301,594,243,1881,723,1851,1862,388,1493,337,471,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999993960872391,0.9986419503111392,0.9999979895004455,18
61,76,416,1,0,1704,1550,1729,1176,916,1709,1061,1178,940,486,928,1741,43,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.987183685185816,0.9978103160392493,0.9941667253287778,17
60,83,1198,1,2,444,432,958,475,1234,641,157,505,1927,1416,169,1267,17,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998129485901575,0.9997808669722872,0.999944975748169,18
63,82,1879,3,1,1601,1876,733,1460,1603,1739,406,952,234,695,1688,860,211,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991467133245426,0.9982091631973162,0.9997169749291261,16
66,88,1288,1,1,477,1793,195,429,1805,1264,301,1975,298,1529,1424,332,209,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998386911334192,0.9997156215249561,0.9999592413158013,16
61,82,309,2,0,1889,246,1806,474,1651,1584,1375,631,1696,488,857,636,142,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994051997236382,0.9986371403792873,0.9995139477550897,18
65,87,909,2,1,1310,1127,1451,392,798,1493,1934,1456,157,1552,1382,182,226,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997667673614113,0.9992206247407012,0.9998950611168267,17
65,78,494,3,1,710,510,1356,1331,1289,714,689,1186,2010,988,280,1139,279,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9965363616135026,0.9995252405642532,0.9966578212686196,16
66,76,1275,1,2,623,1938,1620,968,488,1863,1581,845,1114,1369,561,940,32,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.8991530948965534,0.9860734008252621,0.9683704524911635,17
