Duration,Fwd_Status,Serv_Type,Pkt_Exchanged,Byte_Exchanged,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
0.0,0,40,2,135,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9559424384883316,0.999329879412633,0.3009397944811879,4
0.476,0,0,32,42591,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9905005693686988,0.9498458918372004,4
6.14,0,0,25,2858,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999899731999974,0.9997549041600663,0.9450599571597911,2
8.88,0,0,11,6191,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999947915081098,0.9998318839738563,0.8962429020625274,2
0.0,0,8,1,74,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6484158630554742,0.9976508551443861,0.32968423908152317,3
6.08,0,0,181,251688,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997856818228097,0.961232039447253,3
0.108,0,0,12,10256,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.999999984322253,0.9989836167175887,0.9245135046198373,3
0.0,0,0,1,134,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9861894526547874,0.9946119890849832,0.24730207673264382,4
0.0,0,0,1,92,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9862029751266588,0.9867748344798917,0.24463829733711215,4
4.46,0,0,2,378,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.4416551469486562,0.9993670375607173,0.366522406511669,3
0.0,0,0,1,176,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9825656269759675,0.9980849204495589,0.2502273142308467,4
9.02,0,0,3,156,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9986966717414545,0.9990626027545049,0.2762145424712256,4
2.872,0,0,11,1578,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8417729370723965,0.9996658127213072,0.3006517122701538,3
0.72,0,0,9,1361,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8066142181751762,0.9981244098201338,0.3023142832729254,3
0.0,0,0,1,84,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9858480285599597,0.9955883939102682,0.24389368354656596,4
0.0,0,0,1,105,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9865233903152296,0.9942746609564077,0.24548506658455296,4
0.344,0,0,11,1766,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9382078209402652,0.9961640338294782,0.28081453869899115,2
0.052,0,0,2,194,normal,normal,0,[0.8 0.  0.1 0.  0.1 0. ],0.643349528424431,0.9473684210526315,"[('normal', 18), ('nerisbotnet', 1)]",0.9756910033720266,0.8183621246148507,0.19198678810929193,4
0.0,0,72,2,80,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999967129344679,0.9987576048682598,0.9736627154174448,4
0.648,0,0,27,1624,normal,normal,0,[0.8 0.  0.  0.  0.  0.2],0.7207200898713394,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.999999999015514,0.8581401189086508,0.21933004783459195,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
5.696,0,0,6,389,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.8034796459931478,0.9767315972489663,0.3066350046711981,3
0.0,0,0,2,200,dos,dos,0,[0. 0. 1. 0. 0. 0.],1.0,1.0,"[('dos', 19)]",0.9742130255940469,0.9840779762877135,-0.2508620743124235,4
1.148,0,0,10,3344,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7609760230989606,0.9997660485105463,0.8359769731232592,2
0.0,0,0,1,62,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9841612646693362,0.9955413454053025,0.2265599536453005,4
0.088,0,8,6,965,normal,normal,0,[0.7 0.  0.  0.  0.3 0. ],0.659070141642353,0.5263157894736842,"[('normal', 10), ('anomaly-spam', 9)]",0.8748649133787734,0.8181236486400474,0.23979261711562427,3
2.316,0,0,60,3600,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9996814286108853,0.8473826743000901,3
2.716,0,0,38,2417,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('nerisbotnet', 1)]",1.0,0.9992840512371592,0.9393502585451232,3
5.36,0,0,9,1041,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6702580022045347,0.9997189850087278,0.3305172309018241,2
1.564,0,0,10,3344,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7359907728997356,0.9997660485105463,0.8310768148137697,2
8.992,0,0,3,152,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9986023422807938,0.9985688436701255,0.2761941329872064,4
2.84,0,72,8,1488,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999875543740682,0.9998088217640506,0.9761045317262947,3
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.0,0,0,1,81,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9856819187051454,0.9962665074599035,0.2434502918567282,4
8.3,0,0,12,1818,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9785589416428632,0.9996320698249801,0.9422052346177893,2
1.052,0,0,8,4101,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6135670898421891,0.9997784899311706,0.8226019645466595,2
0.0,0,72,1,76,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999924731744299,0.9992371026211413,0.9737250309307893,4
0.204,0,0,2,88,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9835288919480354,0.9970773311775273,0.24717060054470286,4
1.556,0,0,12,2861,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9005945226885442,0.9997660485105463,0.9251416551966137,2
0.0,0,0,1,118,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9865427778805043,0.9942746609564077,0.24629037141999433,4
0.184,0,0,4,857,normal,normal,0,[0.9 0.  0.  0.  0.  0.1],0.8185677380393563,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.5426374382588297,0.9047041029040273,0.31104693487047347,4
14.692,0,72,124,9668,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9998506119580902,0.9239626045507338,4
0.0,0,0,1,68,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9847351125657346,0.9925209597919907,0.23686648659834753,4
1.0,0,0,10,446,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.5263157894736842,"[('normal', 10), ('anomaly-spam', 9)]",0.8085948241383646,0.9939662982807886,0.2915514089569214,3
0.0,0,192,1,76,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9992371026211413,0.9949129918484304,4
0.0,0,0,1,74,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9852198125176879,0.9973643311290357,0.24140259060245503,4
0.0,0,0,1,85,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.985899308604924,0.9955883939102682,0.2440129804894203,4
0.0,0,0,1,77,normal,normal,0,[0.87191457 0.         0.         0.         0.         0.12808543],0.7863938078218504,1.0,"[('normal', 19)]",0.9854309781005031,0.7956832704380652,0.2069293936166459,4
1.196,0,0,11,440,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.5263157894736842,"[('normal', 10), ('anomaly-spam', 9)]",0.8945070993369262,0.9918856646440428,0.2777884184702338,3
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
0.272,0,0,6,689,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5576139711526226,0.9996824098914441,0.3356224046285306,4
0.216,0,0,4,857,normal,normal,0,[0.9 0.  0.  0.  0.  0.1],0.8185677380393563,0.9473684210526315,"[('normal', 18), ('blacklist', 1)]",0.5423643423039137,0.9081285781311095,0.31132396540297774,4
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
22.4,0,0,7,3675,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997433121557814,0.8965952473942335,2
0.368,0,0,5,959,normal,normal,0,[0.6 0.  0.  0.4 0.  0. ],0.6243850368491645,0.5263157894736842,"[('normal', 10), ('anomaly-spam', 9)]",0.5449711145475313,0.6274004858954969,0.28017089707668874,4
30.78,0,72,9,408,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9961503700302422,0.979822725802669,3
0.008,0,0,2,137,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9839017640130698,0.9982619224037298,0.24573841368946217,4
0.172,0,0,5,468,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('anomaly-spam', 1)]",0.5275442156760574,0.997499680022551,0.334876367405384,4
9.176,0,0,3,144,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9990894553914388,0.9990477120055444,0.27619159201380755,4
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
0.444,0,0,6,681,normal,normal,0,[0.7 0.  0.  0.3 0.  0. ],0.659070141642353,1.0,"[('normal', 19)]",0.5552477478438764,0.819849736139899,0.2806216047233975,4
9.94,0,0,5,1207,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9998561344191322,0.9996815139758537,0.27946965454019895,4
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
3.036,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9541799877923145,0.9982605477372568,0.27685445884693605,4
4.044,0,0,7,1396,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5394945165336591,0.9994644644574374,0.352305083323695,2
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
2.824,0,0,16,3033,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9807267793813164,0.9996591450890185,0.9398487164246614,2
0.0,0,0,1,74,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9852198125176879,0.9973643311290357,0.24140259060245503,4
0.0,0,0,1,216,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9732064699552808,0.9962809873041037,0.2537770420706041,4
2.888,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9581381166999787,0.9993038835617127,0.27583788257302977,4
0.0,0,0,1,78,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9854969411559393,0.9962665074599035,0.24280938144822173,4
6.504,0,74,8,1168,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9996541183980123,0.9998623339801351,0.9775919247263213,2
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
3.024,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9545235048829087,0.9982605477372568,0.27676929831431485,4
0.584,0,0,11,2029,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9298290143050619,0.9711748131033819,0.28374235476577464,2
2.948,0,72,2,112,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999854143230091,0.9996342087229664,0.9751062364028344,4
0.0,0,0,1,105,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9865233903152296,0.9942746609564077,0.24548506658455296,4
2.964,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9561794402005992,0.9988481551450171,0.27635111935370205,4
1.968,0,0,10,645,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7593054115635866,0.9969599572505956,0.30878358043681225,3
1.252,0,0,9,3292,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7162956702508128,0.9997645528334321,0.8948034621159072,2
0.868,0,0,8,458,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.7894736842105263,"[('normal', 15), ('anomaly-spam', 4)]",0.5550256765310938,0.9969020591305953,0.3350237966189901,3
3.532,0,0,15,10619,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999973194359,0.9997896581730332,0.9257079302851015,3
20.828,0,0,73,101311,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997897338328312,0.9575166799683102,4
3.12,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9516525655321341,0.9982605477372568,0.2774663607858565,4
2.44,0,40,42,2855,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9996718132188234,0.9634680175809877,3
8.992,0,0,3,180,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.998655645152586,0.9985688436701255,0.2763124798357082,4
0.0,0,40,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5470404224204378,0.9979239508065865,0.3689882887294013,4
240.012,0,0,5,260,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9939302654821285,0.9772991672423075,4
0.0,0,72,1,118,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999942189825111,0.9991059804081992,0.973783799800573,4
0.032,0,0,6,483,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5320704195509678,0.9947234597462463,0.3310585868317513,4
4.432,0,0,4,1302,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5437388068612397,0.9996238418444643,0.35207853916350257,3
1.132,0,0,3,120,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.968717795607815,0.9995696888619476,0.2645802655288825,4
0.0,0,0,1,203,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.3684210526315789,"[('dos', 12), ('normal', 7)]",0.9771975164135163,0.9962809873041037,0.25248732166367394,4
0.156,0,0,4,891,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5407576986608437,0.9981873551692311,0.3418266023666541,4
2.06,0,0,462,687449,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.999730727071612,0.9763198461426003,4
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
0.0,0,0,1,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9863344766841918,0.9866553064104252,0.24491592261924647,4
0.0,0,0,1,40,dos,scan44,1,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
4.4,0,0,3,164,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7654630526174152,0.9989018152354747,0.31094287288625627,3
0.0,0,0,1,40,scan44,scan44,0,[0.28630299 0.46810973 0.24558729 0.         0.         0.        ],0.40939050014830997,1.0,"[('scan44', 19)]",0.9722502957211441,0.40457205616093594,0.19827765337799583,4
1.372,0,0,13,2929,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9397613247630998,0.9996006742964041,0.9314685751878681,2
0.124,0,0,5,959,normal,normal,0,[0.6 0.  0.  0.4 0.  0. ],0.6243850368491645,0.5263157894736842,"[('normal', 10), ('anomaly-spam', 9)]",0.547163415599576,0.7027436829592175,0.27826389188568357,4
0.0,0,0,2,200,dos,dos,0,[0. 0. 1. 0. 0. 0.],1.0,1.0,"[('dos', 19)]",0.9742130255940469,0.9840779762877135,-0.2508620743124235,4
0.288,0,0,11,4647,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6176450845899266,0.9989233674693652,0.828583688196426,2
285.004,0,0,190,27388,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997897338328312,0.9891064727944268,4
6.02,0,0,14,1940,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6278634960075944,0.9995141772681473,0.8823014861646602,1
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,83,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9857947175510482,0.995840365897291,0.24376188800105505,4
54.36,0,0,24,11509,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9997897338328312,0.9308484470191213,4
14.376,0,0,28,4544,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9611436043086505,0.9997582875041051,0.8520077944430314,3
239.956,0,0,5,420,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9992712710813143,0.97814185246739,4
2.144,0,0,6,248,normal,normal,0,[0.9 0.  0.  0.  0.1 0. ],0.8185677380393563,1.0,"[('normal', 19)]",0.2858025163064295,0.8392622103341509,0.3551252976212365,4
0.0,0,40,1,69,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5517194497625947,0.9983811521574213,0.36825637012880835,4
6.992,0,0,6,703,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9584318662579744,0.9980493178308931,0.28315388571713346,3
3.532,0,0,16,3105,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9650976995371785,0.9997574275719545,0.9380154044524888,2
3.632,0,0,9,8869,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999995562513057,0.9998360992829419,0.9198416531743009,2
0.008,0,0,4,472,normal,normal,0,[0.8 0.  0.2 0.  0.  0. ],0.7207200898713394,0.9473684210526315,"[('normal', 18), ('anomaly-spam', 1)]",0.518043229882974,0.8502294451374055,0.28879661999844325,4
0.0,0,0,1,133,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9862275696395884,0.9946294023676376,0.24723733610905166,4
0.0,0,40,1,28,normal,normal,0,[0.91095238 0.         0.         0.         0.08904762 0.        ],0.8323833018313799,1.0,"[('normal', 19)]",0.5452142695289667,0.8390746365486852,0.8004861545162455,4
1.664,0,0,80,83498,blacklist,normal,1,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.999730727071612,0.9523339351832302,4
0.0,0,0,1,84,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9858480285599597,0.9955883939102682,0.24389368354656596,4
0.136,0,0,7,1108,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5417783834916898,0.9983079759823517,0.342606656301534,3
0.0,0,0,1,166,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9838427565710923,0.9978957970751772,0.24948431012977199,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,123,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9864709533933897,0.9942746609564077,0.24660446022700652,4
4.4,0,0,5,660,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.431655143410627,0.9990731519821272,0.368735033981904,3
0.0,0,40,1,40,normal,normal,0,[0.90261905 0.         0.         0.         0.09738095 0.        ],0.8218008970901244,1.0,"[('normal', 19)]",0.5453931834369296,0.8337834341780574,0.7952598432446676,4
0.196,0,0,4,880,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5411497495611044,0.9990092531394327,0.3419092049711625,4
0.408,0,0,6,664,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5543826039999503,0.9989921560066484,0.3369735705665791,4
2.56,0,0,31,5456,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999998579394,0.999730727071612,0.8877260073069713,3
1.476,0,0,9,3292,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7030777146647152,0.9997645528334321,0.8928583623338767,2
3.116,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9517779826043918,0.9982605477372568,0.2774365589193018,4
0.0,0,0,1,79,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9855607356699666,0.9962665074599035,0.243051980215049,4
0.096,0,0,2,378,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.4492862538491317,0.9983335825005611,0.34763357477250073,4
0.236,0,0,5,212,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('dos', 1)]",0.7473357277331778,0.9979491514640224,0.2880229275948111,4
0.08,0,0,3,156,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9715203327276455,0.9968649606096374,0.2483269450983241,4
2.908,0,0,2,96,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9576370167312518,0.9988385491428766,0.27597130898039274,4
2.3,0,0,13,2913,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9099611273893621,0.9996006742964041,0.927549908503147,2
45.048,0,0,2,104,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",1.0,0.9994236424836345,0.9525954139950251,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,44,scan44,scan44,0,[0.01717898 0.98282102 0.         0.         0.         0.        ],0.9515296952184099,1.0,"[('scan44', 19)]",0.9866008044796654,0.9494508137319719,-0.18860694530620178,4
0.0,0,0,1,72,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.985067690006422,0.997238841067486,0.24031425279219434,4
0.044,0,40,3,164,normal,normal,0,[0.8 0.  0.  0.1 0.1 0. ],0.643349528424431,1.0,"[('normal', 19)]",0.9771824463180594,0.8206704248887933,0.23794883760301389,4
0.0,0,0,1,200,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.15789473684210525,"[('dos', 16), ('normal', 3)]",0.9779664328971535,0.9329188009980205,0.25221208077796664,4
3.2,0,72,3,156,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999918225980171,0.999099339009144,0.9752012781254361,4
13.044,0,0,13,6800,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999476584,0.9997447350103399,0.8942242315213577,2
0.116,0,2,2,307,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,0.5263157894736842,"[('normal', 10), ('nerisbotnet', 9)]",0.7764673117832994,0.9886373582126414,0.3002681843520858,4
4.772,0,0,11,1366,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6253821837154703,0.9997187300171942,0.3381193445472756,2
0.0,0,40,2,80,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.6959782927263259,0.9976019951276853,0.3441131957903203,4
1.316,0,0,10,3344,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.751520779571396,0.9997660485105463,0.8341225736699073,2
13.968,0,0,4,332,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999983290062,0.9992599475567234,0.2789018825365702,4
0.0,0,0,1,52,normal,normal,0,[1. 0. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.7889662821037255,0.996731006018114,0.2322218547498065,4
